name,publisher,vgchartz_score,critic_score,user_score,total_shipped,total_sales,release_date,genre,release_year
Endless Space 2,Sega,7.3,7.2,8.1,5066328.0,340568.42,2017-05-18,Strategy,2017
Bleach: Heat the Soul 2,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,340568.42,2005-09-01,Fighting,2005
Gravity,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-11-25,Platform,2009
Alien Front Online,Sega,7.3,7.8,8.1,5066328.0,340568.42,2001-08-09,Shooter,2001
Wrecking Crew,Nintendo,7.3,7.2,8.1,5066328.0,510000.0,1985-10-01,Platform,1985
Marvel Super Hero Squad,THQ,7.3,7.2,8.1,5066328.0,410000.0,2009-10-20,Adventure,2009
Moto Racer Advance,Ubisoft,7.3,7.2,8.1,5066328.0,10000.0,2002-12-05,Racing,2002
Tom Clancy's HAWX,Ubisoft,7.3,6.9,8.1,5066328.0,580000.0,2009-03-03,Action,2009
Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,Nintendo,7.3,7.2,8.1,5066328.0,130000.0,2004-06-21,Misc,2004
F1 2001,EA Sports,7.3,7.2,8.1,5066328.0,150000.0,2001-10-01,Racing,2001
Bomberman Jetters: Densetsu no Bomberman,Hudson Soft,7.3,7.2,8.1,5066328.0,340568.42,2002-10-24,Role-Playing,2002
Activision Anthology,Activision,7.3,7.2,8.1,5066328.0,500000.0,2002-11-25,Misc,2002
Motorsport Manager (2017),Sega,7.3,7.2,8.1,5066328.0,20000.0,2017-03-27,Simulation,2017
Golden Sun: The Lost Age,Nintendo,7.3,8.3,8.1,1120000.0,340568.42,2003-04-14,Role-Playing,2003
We Dare: Flirty Fun For All,Ubisoft,7.3,7.2,8.1,5066328.0,0.0,2011-02-11,Misc,2011
Bleach: Hanatareshi Yabou,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,70000.0,2006-02-16,Role-Playing,2006
Astro Boy: The Video Game,D3 Publisher,7.3,5.0,8.1,5066328.0,110000.0,2009-10-20,Action,2009
Beyond Good & Evil HD,Ubisoft,7.3,7.2,8.1,5066328.0,340568.42,2011-06-28,Adventure,2011
The Legend of Zelda: Spirit Tracks,Nintendo,9.0,8.7,8.1,2960000.0,340568.42,2009-12-07,Adventure,2009
Dynasty Warriors Gundam,Namco Bandai,7.3,6.4,8.1,5066328.0,470000.0,2007-08-28,Action,2007
Ratatouille: Food Frenzy,THQ,7.3,7.2,8.1,5066328.0,270000.0,2007-10-29,Puzzle,2007
Patapon,Sony Computer Entertainment,8.5,8.7,8.1,5066328.0,820000.0,2008-02-26,Platform,2008
Pinball FX: Earth Defense,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-09-22,Misc,2009
Blue Lightning,Atari,7.3,7.2,8.1,5066328.0,340568.42,1989-01-01,Simulation,1989
Thunder Force VI,Sega,7.3,7.2,8.1,5066328.0,20000.0,2008-10-30,Shooter,2008
Eyeshield 21: Field Saikyou no Senshi Tachi,Nintendo,7.3,7.2,8.1,5066328.0,30000.0,2007-03-08,Role-Playing,2007
Gaia Master Duel Card Attacks,Capcom,7.3,7.2,8.1,5066328.0,340568.42,2001-06-29,Misc,2001
Winx Club: Quest for the Codex,Konami,7.3,7.2,8.1,5066328.0,60000.0,2006-11-13,Action,2006
Bakugan: Battle Brawlers,Activision,7.3,6.4,8.1,5066328.0,1380000.0,2009-10-20,Action,2009
Sonic Classics,Sega,7.3,7.2,8.1,5066328.0,340568.42,1997-06-14,Misc,1997
Defy Gravity,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2011-02-07,Platform,2011
Kirby Air Ride,Nintendo,7.3,6.4,8.1,1350000.0,340568.42,2003-10-13,Racing,2003
2 Games in 1: Sonic Advance & ChuChu Rocket!,THQ,7.3,7.2,8.1,5066328.0,1830000.0,2005-11-11,Misc,2005
Petz Monkeyz House,Ubisoft,7.3,5.5,8.1,5066328.0,220000.0,2008-11-18,Simulation,2008
Madden NFL 08,EA Sports,7.3,7.2,8.1,4500000.0,340568.42,2007-08-14,Sports,2007
Crimson Blues,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-12-11,Action,2009
JoJo's Bizarre Adventure: All Star Battle,Namco Bandai Games,7.3,7.2,8.1,550000.0,340568.42,2014-04-29,Fighting,2014
Star Trek Online,Atari,7.3,5.9,8.1,5066328.0,20000.0,2010-02-02,Role-Playing,2010
Nazo Nazo & Quiz Ittou Nyuukon Q Mate!,Konami,7.3,7.2,8.1,5066328.0,0.0,2008-10-16,Misc,2008
Art Style: DIGIDRIVE,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2009-11-16,Puzzle,2009
Jampack Vol. 1,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,180000.0,1997-01-01,Misc,1997
Pitfall: The Mayan Adventure,Activision,7.3,7.2,8.1,1000000.0,340568.42,1994-01-01,Platform,1994
Hatsune Miku: Project Diva Extend,Sega,7.3,7.2,8.1,290000.0,340568.42,2011-11-10,Simulation,2011
Fruit Ninja Kinect,Microsoft,7.3,7.6,8.1,5066328.0,340568.42,2011-08-10,Action,2011
Shiki-Tei,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,340568.42,2008-06-26,Simulation,2008
Monster 4x4: Stunt Racer,Ubisoft,7.3,7.2,8.1,5066328.0,180000.0,2009-10-27,Racing,2009
Neverwinter Nights: Kingmaker,Atari,7.3,7.0,8.1,5066328.0,340568.42,2005-10-02,Role-Playing,2005
Bayonetta,Sega,7.3,7.2,8.1,3090000.0,340568.42,2010-01-05,Action,2010
Anarchy Reigns,Sega,7.8,7.2,8.1,5066328.0,180000.0,2013-01-08,Action,2013
Rune Jade,Hudson Soft,7.3,7.2,8.1,5066328.0,340568.42,2000-08-24,Role-Playing,2000
Simple DS Series Vol. 40: The Gekai,D3 Publisher,7.3,7.2,8.1,5066328.0,0.0,2008-08-28,Simulation,2008
MVP Baseball 2004,Electronic Arts,7.3,7.2,8.1,5066328.0,1340000.0,2004-03-09,Sports,2004
Karaoke Revolution Volume 3,Konami,7.3,7.2,8.1,5066328.0,320000.0,2004-11-09,Misc,2004
Open Season,Ubisoft,7.3,6.4,8.1,5066328.0,170000.0,2006-09-19,Platform,2006
Poker for Dummies,Electronic Arts,7.3,7.2,8.1,5066328.0,10000.0,2008-10-27,Misc,2008
Advanced Rock Paper Scissors,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-08-12,Misc,2009
Power Source: Prince's Trust Disc,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,340568.42,1997-07-01,Misc,1997
Jigsaw Puzzle DS: DS de Meguru Sekai Isan no Tabi,Hudson Soft,7.3,7.2,8.1,5066328.0,340568.42,2008-03-06,Puzzle,2008
Simple 2000 Series Vol. 19: The Renai Simulation - Renai Kissa Watashi ni Oma Cafe,D3 Publisher,7.3,7.2,8.1,5066328.0,340568.42,2002-12-19,Adventure,2002
Konami Antiques: MSX Collection Vol. 1,Konami,7.3,7.2,8.1,5066328.0,340568.42,1997-11-20,Misc,1997
Karaoke Revolution: Kissing Selection,Konami,7.3,7.2,8.1,5066328.0,340568.42,2004-04-22,Misc,2004
Space Invaders (GBC),Activision,7.3,7.2,8.1,5066328.0,340568.42,1999-10-27,Shooter,1999
Disney's Goof Troop,Capcom,7.3,7.2,8.1,5066328.0,340568.42,1993-07-11,Action,1993
Gunbird,Atlus,7.3,7.2,8.1,5066328.0,60000.0,1995-12-15,Shooter,1995
J-League Pro Striker,Sega,7.3,7.2,8.1,5066328.0,340568.42,1993-06-18,Sports,1993
Bob the Builder: Fix it Fun!,THQ,7.3,7.2,8.1,5066328.0,340568.42,2001-09-01,Action,2001
Just Dance 2015,Ubisoft,7.3,7.2,8.1,4000000.0,340568.42,2014-10-21,Music,2014
Kaidan Restaurant: Zoku! Shin Menu 100-Sen,Namco Bandai,7.3,7.2,8.1,5066328.0,30000.0,2011-06-30,Misc,2011
Def Jam: Fight for NY,Electronic Arts,7.3,7.2,8.1,5066328.0,220000.0,2004-09-20,Action,2004
The Lord of the Rings: The Battle for Middle-Earth,Electronic Arts,7.3,7.2,8.1,1000000.0,340568.42,2004-12-06,Strategy,2004
MediEvil,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,830000.0,1998-10-01,Adventure,1998
Flytrap,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-11-11,Shooter,2009
The Legend of Zelda: Tri Force Heroes,Nintendo,7.3,7.4,8.1,1360000.0,340568.42,2015-10-23,Adventure,2015
Shonen Jump's One Piece: Grand Adventure,Namco Bandai,7.3,7.2,8.1,5066328.0,40000.0,2006-08-29,Fighting,2006
Rome: Total War Anthology,Sega,7.3,7.2,8.1,5066328.0,10000.0,2008-06-20,Strategy,2008
Fitba,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-02-23,Sports,2009
Saikin Koishiteru?,D3 Publisher,7.3,7.2,8.1,5066328.0,0.0,2009-07-30,Adventure,2009
Get Backers Dakkanoku: Metropolis Dakkan Sakusen!,Konami,7.3,7.2,8.1,5066328.0,340568.42,2003-03-20,Role-Playing,2003
NHL 2002,EA Sports,7.3,7.2,8.1,5066328.0,1200000.0,2001-09-24,Sports,2001
Kingdom Hearts: The Story So Far,Square Enix,7.3,7.2,8.1,5066328.0,200000.0,2018-10-30,Role-Playing,2018
Cruis'n USA,Nintendo,7.3,7.2,8.1,1720000.0,340568.42,1996-12-03,Racing,1996
Go Diego Go!: Wolf Pup Rescue,Activision,7.3,7.2,8.1,5066328.0,340568.42,2006-09-19,Adventure,2006
Brothers in Arms: Road to Hill 30,Ubisoft,7.3,7.2,8.1,1700000.0,340568.42,2005-03-01,Shooter,2005
San Goku Shi II: Haou no Tairiku,Namco,7.3,7.2,8.1,5066328.0,340568.42,1992-06-10,Strategy,1992
WCW Nitro,THQ,7.3,7.2,8.1,5066328.0,1880000.0,1998-01-31,Fighting,1998
Let's Ride! Friends Forever,THQ,7.3,7.2,8.1,5066328.0,70000.0,2008-03-03,Adventure,2008
Mega Games 1,Sega,7.3,7.2,8.1,5066328.0,340568.42,1992-01-01,Misc,1992
Hi Hi Puffy AmiYumi: The Genie & the Amp,D3 Publisher,7.3,7.2,8.1,5066328.0,10000.0,2006-06-27,Action,2006
inFAMOUS 2,Sony Computer Entertainment,8.9,8.1,8.1,5066328.0,1870000.0,2011-06-07,Action,2011
One Piece: Super Grand Battle! X,Namco Bandai Games,7.3,7.2,8.1,5066328.0,120000.0,2014-11-13,Fighting,2014
Final Fantasy Tactics Advance,Nintendo,7.3,7.2,8.1,1700000.0,340568.42,2003-09-08,Action,2003
Ninja Guardian,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-08-30,Platform,2009
"SpongeBob SquarePants: Lights, Camera, Pants!",THQ,7.3,7.2,8.1,5066328.0,510000.0,2005-10-21,Misc,2005
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,Konami,7.3,7.2,8.1,5066328.0,30000.0,2005-06-23,Action,2005
Voltron,THQ,7.3,7.2,8.1,5066328.0,340568.42,2011-11-30,Action,2011
Transformers: War for Cybertron,Activision,7.5,7.8,8.1,5066328.0,500000.0,2010-06-22,Action,2010
Earth Shaker,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2010-02-02,Puzzle,2010
League of Legends,THQ,8.6,8.0,8.1,5066328.0,340568.42,2009-10-27,Strategy,2009
Tokimeki Memorial 2: Music Video Clips: Circus de Ai Imashou,Konami,7.3,7.2,8.1,5066328.0,340568.42,2002-04-18,Misc,2002
Space Battleship Yamato: Harukanaru Hoshi Iscandar,Bandai,7.3,7.2,8.1,5066328.0,170000.0,1999-02-04,Strategy,1999
Neverwinter Nights 2 Legends,Atari,7.3,7.2,8.1,5066328.0,340568.42,2008-10-02,Role-Playing,2008
Mega 6 Vol. 3,Sega,7.3,7.2,8.1,5066328.0,340568.42,1995-01-01,Misc,1995
Petz Wild Animals: Tigerz,Ubisoft,7.3,7.2,8.1,5066328.0,560000.0,2008-02-26,Simulation,2008
My Frogger: Toy Trials,Konami,7.3,7.2,8.1,5066328.0,30000.0,2006-11-13,Action,2006
Hudson Selection Vol. 2: Star Soldier,Hudson Soft,7.3,7.2,8.1,5066328.0,340568.42,2003-07-10,Shooter,2003
Pro Yakyuu Spirits 2011,Konami,7.3,7.2,8.1,5066328.0,240000.0,2011-04-14,Sports,2011
Far Cry 4,Ubisoft,7.9,8.5,8.1,5066328.0,650000.0,2014-11-18,Shooter,2014
Jane's AH-64D Longbow,Electronic Arts,7.3,7.2,8.1,1200000.0,340568.42,1996-01-01,Simulation,1996
Space Dungeon,Atari,7.3,7.2,8.1,5066328.0,340568.42,1983-01-01,Action,1983
Dream Trigger 3D,D3 Publisher,7.3,5.7,8.1,5066328.0,70000.0,2011-05-10,Shooter,2011
TheAmazingRumblingHypnoDisc,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-07-21,Misc,2009
Metal Gear Solid: Portable Ops,Konami,7.3,8.7,8.1,5066328.0,1190000.0,2006-12-05,Action,2006
Transformers: Dark of the Moon,Activision,7.3,5.5,8.1,5066328.0,350000.0,2011-06-14,Action,2011
Talkman Travel: Paris,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,340568.42,2008-08-06,Misc,2008
Neratte Spot!,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2009-11-25,Puzzle,2009
NHL 2000,EA Sports,7.3,7.2,8.1,5066328.0,870000.0,1999-09-30,Sports,1999
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,D3 Publisher,7.3,7.2,8.1,5066328.0,190000.0,2006-06-08,Misc,2006
One Piece: Unlimited World Red Deluxe Edition,Namco Bandai Games,7.3,7.2,8.1,5066328.0,70000.0,2017-09-29,Action,2017
Littlest Pet Shop: Jungle,Electronic Arts,7.3,7.2,8.1,5066328.0,600000.0,2008-10-14,Simulation,2008
Snowpack Park,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2010-11-22,Simulation,2010
Shining Ark,Sega,7.3,7.2,8.1,5066328.0,110000.0,2013-02-28,Misc,2013
Warhammer: Mark of Chaos - Battle March,Namco Bandai,7.3,7.2,8.1,5066328.0,10000.0,2008-09-02,Strategy,2008
Tomba!,Sony Computer Entertainment,7.3,8.6,8.1,5066328.0,260000.0,1998-06-30,Platform,1998
Mage Knight: Apocalypse,Namco Bandai,7.3,7.2,8.1,5066328.0,0.0,2006-09-26,Role-Playing,2006
Tom Clancy's Splinter Cell: Pandora Tomorrow,Ubisoft,7.3,9.2,9.0,5066328.0,1480000.0,2004-03-23,Action,2004
Lord Ownage:UnBritish Invasion,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-07-29,Shooter,2009
Bulletstorm: Gun Sonata,Electronic Arts,7.3,7.2,8.1,5066328.0,340568.42,2011-05-19,Shooter,2011
Fame Academy,Ubisoft,7.3,7.2,8.1,5066328.0,340568.42,2003-10-31,Misc,2003
Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,D3 Publisher,7.3,7.2,8.1,5066328.0,60000.0,2010-06-03,Misc,2010
Muscle Ranking - Kinniku Banzuke GB: Chousen Monoha Kimida!,Konami,7.3,7.2,8.1,5066328.0,340568.42,1999-11-25,Sports,1999
Destroyer Command,Ubisoft,7.3,7.2,8.1,5066328.0,0.0,2002-02-14,Strategy,2002
Uncharted,Sony Computer Entertainment,7.3,7.2,8.1,44250000.0,340568.42,2007-11-20,Shooter,2007
Crystal Castles,Atari,7.3,7.2,8.1,5066328.0,770000.0,1984-01-01,Action,1984
Petz: Horse Club,Ubisoft,7.3,7.2,8.1,5066328.0,210000.0,2008-11-11,Misc,2008
Call of Duty: Black Ops IIII,Activision,7.3,7.2,8.1,5066328.0,9320000.0,2018-10-12,Shooter,2018
Duck Hunt,Nintendo,7.3,7.2,8.1,28310000.0,340568.42,1985-10-15,Shooter,1985
NBA Live 2003,EA Sports,7.3,7.2,8.1,5066328.0,1660000.0,2002-10-08,Sports,2002
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,Namco Bandai Games,7.3,7.2,8.1,5066328.0,70000.0,2014-10-02,Action,2014
Night Warriors: Darkstalkers' Revenge,Capcom,7.3,7.2,8.1,5066328.0,340000.0,1996-02-22,Fighting,1996
Ace Attorney Investigations: Miles Edgeworth,Capcom,8.4,7.7,8.1,5066328.0,700000.0,2010-02-16,Adventure,2010
Marvel Super Heroes vs. Street Fighter,Capcom,7.3,7.2,8.1,5066328.0,260000.0,1999-02-23,Fighting,1999
Mr. Driller: Drill Land,Namco,7.3,7.2,8.1,5066328.0,340568.42,2002-12-20,Puzzle,2002
NCAA Football 2000,EA Sports,7.3,7.2,8.1,5066328.0,950000.0,1999-06-30,Sports,1999
Marvel vs. Capcom: Infinite,Capcom,7.3,7.2,8.1,5066328.0,700000.0,2017-09-19,Fighting,2017
Ghost in the Shell: Stand Alone Complex,Bandai,7.3,6.6,8.1,5066328.0,160000.0,2004-11-08,Adventure,2004
Kidou Senkan Nadesico: The Blank of 3 Years,Sega,7.3,7.2,8.1,5066328.0,340568.42,1998-09-23,Adventure,1998
Hunter X Hunter: Greed Island,Bandai,7.3,7.2,8.1,5066328.0,340568.42,2003-04-24,Role-Playing,2003
Jissen Pachinko Hisshouhou! CR Hokuto no Ken,Sega,7.3,7.2,8.1,1150000.0,340568.42,2005-12-22,Misc,2005
BeatMania (PAL),Konami,7.3,7.2,8.1,5066328.0,340568.42,2001-06-16,Simulation,2001
I Don't Have Many Friends Portable,Namco Bandai Games,7.3,7.2,8.1,5066328.0,70000.0,2012-02-23,Visual Novel,2012
Simple 2000 Series Vol.73: The Saiyuki Saruden,D3 Publisher,7.3,7.2,8.1,5066328.0,340568.42,2005-03-17,Action,2005
Nightmare Creatures,Activision,7.3,7.2,8.1,1500000.0,340568.42,1997-09-30,Action,1997
Laser Invasion,Konami,7.3,7.2,8.1,5066328.0,340568.42,1991-06-01,Shooter,1991
World Soccer Winning Eleven 6 International,Konami,7.3,7.2,8.1,5066328.0,2990000.0,2003-03-11,Sports,2003
Marvel's Avengers,Square Enix,7.3,7.2,8.1,5066328.0,340568.42,2020-09-04,Action,2020
FortressCraft Chapter 1,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2011-04-08,Misc,2011
War Ships,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-09-23,Puzzle,2009
X-Tension,THQ,7.3,7.2,8.1,5066328.0,340568.42,2002-06-01,Simulation,2002
Spartan: Total Warrior,Sega,7.3,7.2,8.1,5066328.0,220000.0,2005-10-25,Action,2005
Satellites,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2008-11-21,Misc,2008
Jikkyou Powerful Pro Yakyuu 2010,Konami,7.3,7.2,8.1,5066328.0,270000.0,2010-07-15,Sports,2010
Love Hina: Totsuzen no Engeji Happening,Sega,7.3,7.2,8.1,5066328.0,340568.42,2000-09-28,Adventure,2000
Flipnote Studio,Nintendo,7.3,9.0,8.1,5066328.0,340568.42,2009-08-12,Misc,2009
World Soccer Winning Eleven 9 (US sales),Konami,7.3,7.2,8.1,5066328.0,60000.0,2006-02-07,Sports,2006
Where's Waldo?,THQ,7.3,7.2,8.1,5066328.0,340568.42,1991-09-01,Puzzle,1991
Ridge Racer,Namco Bandai Games,4.0,7.2,8.1,5066328.0,180000.0,2012-03-13,Racing,2012
International Superstar Soccer 64 (weekly JP sales),Konami,7.3,7.2,8.1,5066328.0,100000.0,1997-07-31,Sports,1997
Nazo-Oh Pocket,Bandai,7.3,7.2,8.1,5066328.0,340568.42,1999-11-18,Adventure,1999
NBA Live 06 (All region sales),EA Sports,7.3,7.2,8.1,5066328.0,1640000.0,2005-09-26,Sports,2005
Fire Emblem Echoes: Shadows of Valentia,Nintendo,7.3,8.3,8.1,5066328.0,750000.0,2017-05-19,Role-Playing,2017
The Majors: Pro Baseball,Sega,7.3,7.2,8.1,5066328.0,340568.42,1992-01-01,Sports,1992
Dark Cloud,Sony Computer Entertainment,7.3,8.2,8.1,5066328.0,1540000.0,2001-05-28,Role-Playing,2001
Shoujo Kakumei Utena: Itsuka Kakumei Sarero Monogatari,Sega,7.3,7.2,8.1,5066328.0,340568.42,1998-05-28,Simulation,1998
Hamtaro: Ham-Hams Unite!,Nintendo,7.3,7.2,8.1,5066328.0,560000.0,2002-10-28,Role-Playing,2002
The Lord of the Rings: Battle for Middle-Earth Anthology,Electronic Arts,7.3,7.2,8.1,5066328.0,340568.42,2007-03-20,Strategy,2007
Meitantei Conan: Giwaku no Gouka Ressha,Bandai,7.3,7.2,8.1,5066328.0,340568.42,1998-08-07,Adventure,1998
Wagyan Land,Namco,7.3,7.2,8.1,5066328.0,340568.42,1989-02-09,Action,1989
"Warhammer 40,000: Dawn of War: Winter Assault",THQ,7.3,8.4,8.1,5066328.0,340568.42,2005-09-21,Strategy,2005
Happy Charlie to Soratobu Carinval,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,340568.42,2011-12-01,Misc,2011
Legend of the Holy Sword: Rise of Mana,Square Enix,7.3,7.2,8.1,5066328.0,340568.42,2015-01-01,Misc,2015
Kung Zhu,Activision,7.3,7.2,8.1,5066328.0,280000.0,2010-11-23,Action,2010
Arrow Flash,Sega,7.3,7.2,8.1,5066328.0,340568.42,1990-01-01,Shooter,1990
Princess Crown,Atlus,7.3,7.2,8.1,5066328.0,340568.42,1997-12-11,Role-Playing,1997
PictoImage,Sega,7.3,7.2,8.1,5066328.0,100000.0,2008-09-02,Puzzle,2008
All Points Bulletin,Electronic Arts,4.5,7.0,8.1,5066328.0,40000.0,2010-06-29,Action,2010
Asura's Wrath,Capcom,7.0,7.2,8.3,5066328.0,430000.0,2012-02-21,Action,2012
"Loot, Steal 'n Destroy",Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2008-11-16,Action,2008
Bayonetta 3,Nintendo,7.5,7.2,8.1,5066328.0,340568.42,2022-10-28,Action,2022
Lalaloopsy,Activision,7.3,7.2,8.1,5066328.0,680000.0,2011-11-06,Simulation,2011
Cyber Troopers Virtual-On: Oratorio Tangram Ver. 5.66,Sega,7.3,7.0,8.1,5066328.0,340568.42,2009-04-29,Fighting,2009
Babylon's Fall,Square Enix,7.3,7.2,8.1,5066328.0,340568.42,2022-03-03,Action-Adventure,2022
Tony Hawk's American Wasteland (Weekly american sales),Activision,7.3,7.2,8.1,5066328.0,1450000.0,2005-10-18,Sports,2005
GuruGuru Onsen 2,Sega,7.3,7.2,8.1,5066328.0,340568.42,2001-08-09,Misc,2001
G-Arms: Operation Gundam,Bandai,7.3,7.2,8.1,5066328.0,340568.42,1991-05-18,Action,1991
Flip Out!,Atari,7.3,7.2,8.1,5066328.0,340568.42,1995-01-01,Puzzle,1995
WCW vs the World,THQ,7.3,7.2,8.1,5066328.0,1460000.0,1998-02-28,Fighting,1998
Battlefield: Bad Company 2 Vietnam,Electronic Arts,8.6,8.8,8.1,5066328.0,340568.42,2010-12-21,Shooter,2010
Off The Wall,Atari,7.3,7.2,8.1,5066328.0,340568.42,1989-01-01,Shooter,1989
Blade Eagle 3-D,Sega,7.3,7.2,8.1,5066328.0,340568.42,1988-01-01,Shooter,1988
Daytona USA,Sega,7.3,7.2,8.1,5066328.0,340568.42,1996-01-01,Racing,1996
Battle Realms,Ubisoft,7.3,8.7,8.1,5066328.0,340568.42,2001-11-07,Strategy,2001
Salamander Portable,Konami,7.3,7.2,8.1,5066328.0,340568.42,2007-01-25,Shooter,2007
Bonded Realities,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2011-01-26,Role-Playing,2011
Spike's Peak,Atari,7.3,7.2,8.1,5066328.0,340568.42,1983-01-01,Action,1983
CSI: Deadly Intent - The Hidden Cases,Ubisoft,7.3,7.2,8.1,5066328.0,350000.0,2009-10-27,Adventure,2009
Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,Sega,7.3,7.2,8.1,5066328.0,60000.0,2006-08-10,Misc,2006
Touch Detective,Atlus,7.3,7.2,8.1,5066328.0,100000.0,2006-10-24,Adventure,2006
One Piece: Pirate Warriors 2,Namco Bandai Games,7.3,7.2,8.1,5066328.0,120000.0,2013-03-20,Action,2013
The Sims 2: Seasons,Electronic Arts,7.3,7.2,8.1,5066328.0,70000.0,2007-02-27,Simulation,2007
Arthur to Astaroth no Nazo Makaimura: Incredible Toons,Capcom,7.3,7.2,8.1,5066328.0,340568.42,1996-08-30,Puzzle,1996
"Warhammer 40,000: Squad Command",THQ,7.3,6.6,8.1,5066328.0,330000.0,2007-11-12,Strategy,2007
Petz: Hamsterz Bunch,Ubisoft,7.3,7.2,8.1,5066328.0,340568.42,2009-10-28,Misc,2009
Fatal Rewind,Electronic Arts,7.3,7.2,8.1,5066328.0,340568.42,1991-01-01,Platform,1991
Mugen Bog,Konami,7.3,7.2,8.1,5066328.0,340568.42,2003-01-16,Action,2003
Uchuu Keiji Tamashii: The Space Sheriff Spirits,Namco Bandai,7.3,7.2,8.1,5066328.0,20000.0,2006-05-25,Action,2006
Saru! Get You! Pipo Saru Senki,Sony Computer Entertainment,7.3,7.2,8.1,5066328.0,40000.0,2009-03-19,Role-Playing,2009
MotionSports: Adrenaline,Ubisoft,7.3,7.2,8.1,5066328.0,270000.0,2011-11-01,Sports,2011
Redd: The Lost Temple,Microsoft,7.3,7.0,8.1,5066328.0,340568.42,2011-09-05,Action,2011
Lost: Via Domus,Ubisoft,3.5,7.2,8.1,5066328.0,500000.0,2008-02-26,Action,2008
Linkle Liver Story,Sega,7.3,7.2,8.1,5066328.0,340568.42,1996-03-15,Role-Playing,1996
Ben 10 Triple Pack,D3 Publisher,7.3,7.2,8.1,5066328.0,260000.0,2011-07-12,Misc,2011
Flash Sega Saturn: Ochikazuki-hen,Sega,7.3,7.2,8.1,5066328.0,340568.42,1996-01-01,Misc,1996
StrikeForce-Psi,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2009-04-20,Platform,2009
Spyro Reignited Trilogy,Activision,8.0,7.2,8.1,5066328.0,2170000.0,2018-11-13,Platform,2018
Bomberman: Act Zero,Konami,7.3,3.5,8.1,5066328.0,40000.0,2006-08-29,Puzzle,2006
Kamen Rider: Battride War II,Namco Bandai Games,7.3,7.2,8.1,5066328.0,20000.0,2014-06-26,Action,2014
Top Gun: Danger Zone,Konami,7.3,7.2,8.1,5066328.0,340568.42,1991-01-01,Simulation,1991
Sid Meier's Alpha Centauri,Electronic Arts,7.3,9.4,8.1,5066328.0,340568.42,1999-01-02,Strategy,1999
New International Track & Field,Konami,7.3,7.4,8.1,5066328.0,80000.0,2008-07-22,Sports,2008
Sakura Taisen: Tekigeki Graph,Sega,7.3,7.2,8.1,5066328.0,340568.42,1998-12-23,Misc,1998
Tokimeki Memorial 2 Substories: Memories Ringing On,Konami,7.3,7.2,8.1,5066328.0,340568.42,2001-08-30,Adventure,2001
Family Mahjong,Namco,7.3,7.2,8.1,5066328.0,340568.42,1987-08-11,Misc,1987
The Renai Adventure: Bitter Sweet Fools,D3 Publisher,7.3,7.2,8.1,5066328.0,340568.42,2002-08-29,Adventure,2002
Nazo no Murasame-Jou,Nintendo,7.3,7.2,8.1,5066328.0,340568.42,2008-08-19,Action,2008
Alone in the Dark: Illumination,Atari,7.3,7.2,8.1,5066328.0,340568.42,2015-01-01,Shooter,2015
GOOLIN,Microsoft,7.3,7.2,8.1,5066328.0,340568.42,2011-09-14,Platform,2011
Basketbrawl,Atari,7.3,7.2,8.1,5066328.0,340568.42,1992-01-01,Sports,1992
RollerCoaster Tycoon 2: Time Twister,Atari,7.3,7.2,8.1,5066328.0,340568.42,2003-10-22,Strategy,2003
